workflow,inputsize,task,machine,time,memory,wchar,taskinputsize
eager,25705994498,fastqc_after_clipping,asok01,276498,385101824,982934,6435671112
eager,25705994498,fastqc_after_clipping,asok02,275467,384401408,982813,6435671112
eager,25705994498,fastqc_after_clipping,c2,133257,367374336,982984,6435671112
eager,25705994498,fastqc_after_clipping,local,153281,371826688,983301,6435671112
eager,25705994498,fastqc_after_clipping,n1,194142,370638848,982897,6435671112
eager,25705994498,fastqc_after_clipping,n2,152360,374865920,983088,6435671112
eager,25705994498,genotyping_hc,asok01,10657795,5578244096,2064700456,983557384
eager,25705994498,genotyping_hc,asok02,10522335,5565636608,2064743484,983559312
eager,25705994498,genotyping_hc,c2,4401957,5580816384,2066670988,983527689
eager,25705994498,genotyping_hc,local,5594417,5397921792,2066648232,983516412
eager,25705994498,genotyping_hc,n1,6943115,5594222592,2066754004,983527290
eager,25705994498,genotyping_hc,n2,4848044,5452623872,2066644469,983514845
eager,25705994498,markduplicates,asok01,215662,2589519872,305790750,339675389
eager,25705994498,markduplicates,asok02,219739,2595807232,305792678,339678605
eager,25705994498,markduplicates,c2,106975,2594615296,305759924,339672113
eager,25705994498,markduplicates,local,136176,3359555584,305748452,339677661
eager,25705994498,markduplicates,n1,143311,3341049856,305759530,339677181
eager,25705994498,markduplicates,n2,118837,3339026432,305747086,339672853
eager,25705994498,preseq,asok01,59207,8028160,169913,339123221
eager,25705994498,preseq,asok02,58981,8073216,169919,339126845
eager,25705994498,preseq,c2,34263,7905280,169962,339120601
eager,25705994498,preseq,local,43820,7708672,169879,339126029
eager,25705994498,preseq,n1,62079,7680000,169921,339125013
eager,25705994498,preseq,n2,39163,7774208,169884,339121133
eager,25705994498,qualimap,asok01,83645,1597399040,859724,983511708
eager,25705994498,qualimap,asok02,86996,1587306496,859479,983513636
eager,25705994498,qualimap,c2,46492,1622396928,859844,983480878
eager,25705994498,qualimap,local,48137,1623695360,893111,983469374
eager,25705994498,qualimap,n1,56140,1592213504,856640,983480479
eager,25705994498,qualimap,n2,46033,1617485824,893827,983468034
eager,25705994498,samtools_filter,asok01,40953,10432512,339675583,1260619401
eager,25705994498,samtools_filter,asok02,42633,10457088,339678799,1260612983
eager,25705994498,samtools_filter,c2,15774,10010624,339672295,1260614104
eager,25705994498,samtools_filter,local,23243,10063872,339677854,1260618173
eager,25705994498,samtools_filter,n1,22248,10141696,339677368,1260618761
eager,25705994498,samtools_filter,n2,16221,10301440,339673041,1260616833
eager,25705994498,samtools_flagstat,asok01,28438,6606848,581,1260619401
eager,25705994498,samtools_flagstat,asok02,28403,6537216,581,1260612983
eager,25705994498,samtools_flagstat,c2,14002,4694016,569,1260614104
eager,25705994498,samtools_flagstat,local,14139,4653056,580,1260618173
eager,25705994498,samtools_flagstat,n1,22558,6393856,574,1260618761
eager,25705994498,samtools_flagstat,n2,16182,6557696,575,1260616833
eager,25705994498,samtools_flagstat_after_filter,asok01,7801,6643712,579,339675389
eager,25705994498,samtools_flagstat_after_filter,asok02,7980,6647808,579,339678605
eager,25705994498,samtools_flagstat_after_filter,c2,3887,6529024,567,339672113
eager,25705994498,samtools_flagstat_after_filter,local,4184,4640768,578,339677661
eager,25705994498,samtools_flagstat_after_filter,n1,5734,6262784,572,339677181
eager,25705994498,samtools_flagstat_after_filter,n2,4336,6508544,573,339672853
methylseq,6273818718,bismark_align,asok01,802691,82546688,31761170562,6134920959
methylseq,6273818718,bismark_align,asok02,814679,84353024,31761170561,6134920959
methylseq,6273818718,bismark_align,c2,643820,82378752,31761170480,6134920959
methylseq,6273818718,bismark_align,n1,931254,81674240,31761170497,6134920959
methylseq,6273818718,bismark_align,n2,598886,82694144,31761170492,6134920959
methylseq,6273818718,bismark_deduplicate,asok01,313,11497472,11774428,797504
methylseq,6273818718,bismark_deduplicate,asok02,284,11612160,11799003,797504
methylseq,6273818718,bismark_deduplicate,c2,420,3149824,11766237,797504
methylseq,6273818718,bismark_deduplicate,n1,286,11214848,11798996,797504
methylseq,6273818718,bismark_deduplicate,n2,539,3420160,11782626,797504
methylseq,6273818718,bismark_methxtract,asok01,15595,37879808,20790243,798058
methylseq,6273818718,bismark_methxtract,asok02,15610,37949440,20724706,798058
methylseq,6273818718,bismark_methxtract,c2,14842,35295232,20732862,798058
methylseq,6273818718,bismark_methxtract,n1,16508,41066496,20745152,798058
methylseq,6273818718,bismark_methxtract,n2,15145,30453760,20790208,798058
methylseq,6273818718,bismark_report,asok01,1769,25137152,3163099,16890
methylseq,6273818718,bismark_report,asok02,1766,84910080,3163098,16890
methylseq,6273818718,bismark_report,c2,1607,12242944,3163089,16881
methylseq,6273818718,bismark_report,n1,1468,43790336,3163091,16881
methylseq,6273818718,bismark_report,n2,1507,12283904,3163091,16880
methylseq,6273818718,fastqc,asok01,150723,584110080,4163516,6273818718
methylseq,6273818718,fastqc,asok02,147523,543297536,4163512,6273818718
methylseq,6273818718,fastqc,c2,98432,561819648,4163502,6273818718
methylseq,6273818718,fastqc,n1,103790,547774464,4163514,6273818718
methylseq,6273818718,fastqc,n2,82426,552435712,4163504,6273818718
methylseq,6273818718,qualimap,asok01,5070,175267840,1653855,793962
methylseq,6273818718,qualimap,asok02,4552,146575360,1653854,793962
methylseq,6273818718,qualimap,c2,4704,127397888,1653845,793962
methylseq,6273818718,qualimap,n1,4037,155430912,1653847,793962
methylseq,6273818718,qualimap,n2,6133,125108224,1653847,793962
methylseq,6273818718,trim_galore,asok01,1121351,252170240,27490546585,6273820509
methylseq,6273818718,trim_galore,asok02,1120486,265793536,27490530198,6273820509
methylseq,6273818718,trim_galore,c2,875065,249733120,27490546573,6273820509
methylseq,6273818718,trim_galore,n1,1059745,253505536,27490530201,6273820509
methylseq,6273818718,trim_galore,n2,828915,257318912,27490530192,6273820509
methylseq,6761426956,bismark_align,asok01,879262,83480576,34239594369,6612837719
methylseq,6761426956,bismark_align,asok02,877255,85049344,34239594368,6612837719
methylseq,6761426956,bismark_align,c2,729609,82841600,34239594287,6612837719
methylseq,6761426956,bismark_align,n1,1042228,81752064,34239594301,6612837719
methylseq,6761426956,bismark_align,n2,575919,82370560,34239594301,6612837719
methylseq,6761426956,bismark_deduplicate,asok01,580,11206656,22244207,1525954
methylseq,6761426956,bismark_deduplicate,asok02,393,11313152,22252398,1525954
methylseq,6761426956,bismark_deduplicate,c2,317,11321344,22276964,1525954
methylseq,6761426956,bismark_deduplicate,n1,615,3371008,22289254,1525954
methylseq,6761426956,bismark_deduplicate,n2,316,11554816,22293351,1525954
methylseq,6761426956,bismark_methxtract,asok01,17861,41299968,38963021,1519914
methylseq,6761426956,bismark_methxtract,asok02,18145,36659200,38963020,1519914
methylseq,6761426956,bismark_methxtract,c2,15827,41771008,38979368,1519914
methylseq,6761426956,bismark_methxtract,n1,20160,40906752,38995754,1519914
methylseq,6761426956,bismark_methxtract,n2,16204,40947712,39020330,1519914
methylseq,6761426956,bismark_report,asok01,1832,50057216,3163222,17130
methylseq,6761426956,bismark_report,asok02,1839,45363200,3163221,17130
methylseq,6761426956,bismark_report,c2,1555,12513280,3163212,17121
methylseq,6761426956,bismark_report,n1,1575,12398592,3163214,17121
methylseq,6761426956,bismark_report,n2,1340,43843584,3163214,17120
methylseq,6761426956,fastqc,asok01,163665,555458560,4187155,6761426956
methylseq,6761426956,fastqc,asok02,165605,499388416,4187150,6761426956
methylseq,6761426956,fastqc,c2,101471,550744064,4187153,6761426956
methylseq,6761426956,fastqc,n1,108994,543678464,4187144,6761426956
methylseq,6761426956,fastqc,n2,92762,551624704,4187159,6761426956
methylseq,6761426956,qualimap,asok01,5433,147042304,2043620,1515818
methylseq,6761426956,qualimap,asok02,5418,152219648,2043619,1515818
methylseq,6761426956,qualimap,c2,4617,153600000,2043610,1515818
methylseq,6761426956,qualimap,n1,7939,136302592,2043613,1515818
methylseq,6761426956,qualimap,n2,3102,127406080,2043612,1515818
methylseq,6761426956,trim_galore,asok01,1204328,253874176,29629441493,6761428747
methylseq,6761426956,trim_galore,asok02,1207092,286228480,29629441486,6761428747
methylseq,6761426956,trim_galore,c2,951346,306933760,29629441490,6761428747
methylseq,6761426956,trim_galore,n1,1153514,245342208,29629449682,6761428747
methylseq,6761426956,trim_galore,n2,886936,251535360,29629441493,6761428747
methylseq,8885797810,bismark_align,asok01,1133077,82792448,45050896836,8702263285
methylseq,8885797810,bismark_align,asok02,1128062,84963328,45050896832,8702263285
methylseq,8885797810,bismark_align,c2,986921,82644992,45050896751,8702263285
methylseq,8885797810,bismark_align,n1,1309890,82415616,45050896756,8702263285
methylseq,8885797810,bismark_align,n2,766902,82661376,45050896756,8702263285
methylseq,8885797810,bismark_deduplicate,asok01,689,3084288,16307212,1118621
methylseq,8885797810,bismark_deduplicate,asok02,459,3256320,16299010,1118621
methylseq,8885797810,bismark_deduplicate,c2,180,11116544,16299002,1118621
methylseq,8885797810,bismark_deduplicate,n1,350,11161600,16331772,1118621
methylseq,8885797810,bismark_deduplicate,n2,152,11214848,16327676,1118621
methylseq,8885797810,bismark_methxtract,asok01,16600,41324544,28896386,1116462
methylseq,8885797810,bismark_methxtract,asok02,16972,41676800,28863617,1116462
methylseq,8885797810,bismark_methxtract,c2,15034,35692544,28859485,1116462
methylseq,8885797810,bismark_methxtract,n1,18111,41152512,28855391,1116462
methylseq,8885797810,bismark_methxtract,n2,15911,35733504,28851295,1116462
methylseq,8885797810,bismark_report,asok01,1781,44318720,3163016,17004
methylseq,8885797810,bismark_report,asok02,1842,44908544,3163015,17004
methylseq,8885797810,bismark_report,c2,1325,52875264,3163006,16995
methylseq,8885797810,bismark_report,n1,1466,43782144,3163008,16995
methylseq,8885797810,bismark_report,n2,1375,100122624,3163008,16995
methylseq,8885797810,fastqc,asok01,207529,566796288,4161268,8885797810
methylseq,8885797810,fastqc,asok02,208620,562159616,4161263,8885797810
methylseq,8885797810,fastqc,c2,133489,550752256,4161252,8885797810
methylseq,8885797810,fastqc,n1,145591,549769216,4161255,8885797810
methylseq,8885797810,fastqc,n2,118373,558538752,4161267,8885797810
methylseq,8885797810,qualimap,asok01,4694,137232384,1815502,1112366
methylseq,8885797810,qualimap,asok02,4351,150212608,1815501,1112366
methylseq,8885797810,qualimap,c2,2788,140345344,1815492,1112366
methylseq,8885797810,qualimap,n1,4055,146710528,1815494,1112366
methylseq,8885797810,qualimap,n2,3070,143167488,1815494,1112366
methylseq,8885797810,trim_galore,asok01,1570441,255184896,38859364589,8885799601
methylseq,8885797810,trim_galore,asok02,1584999,260087808,38859364587,8885799601
methylseq,8885797810,trim_galore,c2,1226171,253190144,38859364574,8885799601
methylseq,8885797810,trim_galore,n1,1507683,256389120,38859364577,8885799601
methylseq,8885797810,trim_galore,n2,1156575,255442944,38859389168,8885799601
methylseq,11897958606,bismark_align,asok01,1506806,83243008,60359366066,11659141927
methylseq,11897958606,bismark_align,asok02,1564021,84807680,60359366065,11659141927
methylseq,11897958606,bismark_align,c2,1143742,82788352,60359365996,11659141927
methylseq,11897958606,bismark_align,n1,1763347,82157568,60359366003,11659141927
methylseq,11897958606,bismark_align,n2,1000586,82440192,60359366003,11659141927
methylseq,11897958606,bismark_deduplicate,asok01,636,3207168,27175760,1871483
methylseq,11897958606,bismark_deduplicate,asok02,574,11390976,27159369,1871483
methylseq,11897958606,bismark_deduplicate,c2,438,11509760,27188022,1871483
methylseq,11897958606,bismark_deduplicate,n1,361,11239424,27192121,1871483
methylseq,11897958606,bismark_deduplicate,n2,423,11370496,27216696,1871483
methylseq,11897958606,bismark_methxtract,asok01,18442,41144320,48212100,1863951
methylseq,11897958606,bismark_methxtract,asok02,18555,41672704,48220291,1863951
methylseq,11897958606,bismark_methxtract,c2,16238,41578496,48199775,1863951
methylseq,11897958606,bismark_methxtract,n1,21050,40865792,48240738,1863951
methylseq,11897958606,bismark_methxtract,n2,17296,41082880,48212065,1863951
methylseq,11897958606,bismark_report,asok01,1729,12713984,3163100,17170
methylseq,11897958606,bismark_report,asok02,1830,49262592,3163099,17170
methylseq,11897958606,bismark_report,c2,1312,47222784,3163090,17161
methylseq,11897958606,bismark_report,n1,1464,50061312,3163092,17162
methylseq,11897958606,bismark_report,n2,1391,39620608,3163092,17162
methylseq,11897958606,fastqc,asok01,274672,563908608,4183259,11897958606
methylseq,11897958606,fastqc,asok02,275549,546459648,4183254,11897958606
methylseq,11897958606,fastqc,c2,171531,551235584,4183256,11897958606
methylseq,11897958606,fastqc,n1,185554,577314816,4183259,11897958606
methylseq,11897958606,fastqc,n2,163335,565657600,4183262,11897958606
methylseq,11897958606,qualimap,asok01,8747,158785536,2220587,1859855
methylseq,11897958606,qualimap,asok02,5743,153452544,2220586,1859855
methylseq,11897958606,qualimap,c2,2808,139522048,2220576,1859855
methylseq,11897958606,qualimap,n1,5003,163692544,2220578,1859855
methylseq,11897958606,qualimap,n2,3423,177147904,2220578,1859855
methylseq,11897958606,trim_galore,asok01,2092171,261058560,51999042913,11897960397
methylseq,11897958606,trim_galore,asok02,2098761,258404352,51999018332,11897960397
methylseq,11897958606,trim_galore,c2,1659622,254246912,51999042911,11897960397
methylseq,11897958606,trim_galore,n1,2015292,257118208,51999042913,11897960397
methylseq,11897958606,trim_galore,n2,1555788,251629568,51999042916,11897960397
methylseq,17027257018,bismark_align,asok01,2162654,83329024,86391019071,16683895753
methylseq,17027257018,bismark_align,asok02,2086447,83152896,86391019073,16683895753
methylseq,17027257018,bismark_align,c2,1227135,82898944,86391019110,16683895753
methylseq,17027257018,bismark_align,local,1905875,83046400,86391019125,16683895753
methylseq,17027257018,bismark_align,n1,2102638,82845696,86391019103,16683895753
methylseq,17027257018,bismark_align,n2,1227135,82898944,86391019110,16683895753
methylseq,17027257018,bismark_deduplicate,asok01,1275,16281600,95434273,6778844
methylseq,17027257018,bismark_deduplicate,asok02,1366,19828736,95471137,6778844
methylseq,17027257018,bismark_deduplicate,c2,845,3354624,95446570,6778844
methylseq,17027257018,bismark_deduplicate,local,964,9908224,95430181,6778844
methylseq,17027257018,bismark_deduplicate,n1,1375,23117824,95475237,6778844
methylseq,17027257018,bismark_deduplicate,n2,845,3354624,95446570,6778844
methylseq,17027257018,bismark_methxtract,asok01,33066,57966592,180770578,6720532
methylseq,17027257018,bismark_methxtract,asok02,33232,57819136,180770578,6720532
methylseq,17027257018,bismark_methxtract,c2,27593,41369600,180766494,6720532
methylseq,17027257018,bismark_methxtract,local,30127,41451520,180725544,6720532
methylseq,17027257018,bismark_methxtract,n1,41910,41435136,180844314,6720532
methylseq,17027257018,bismark_methxtract,n2,27593,41369600,180766494,6720532
methylseq,17027257018,bismark_report,asok01,1824,79589376,3163852,18379
methylseq,17027257018,bismark_report,asok02,1827,85950464,3163852,18380
methylseq,17027257018,bismark_report,c2,1391,43876352,3163849,18385
methylseq,17027257018,bismark_report,local,1323,32514048,3163856,18386
methylseq,17027257018,bismark_report,n1,1519,12304384,3163844,18384
methylseq,17027257018,bismark_report,n2,1391,43876352,3163849,18385
methylseq,17027257018,fastqc,asok01,395916,562024448,4228988,17027257018
methylseq,17027257018,fastqc,asok02,399873,568692736,4228999,17027257018
methylseq,17027257018,fastqc,c2,217369,548872192,4173981,17027257018
methylseq,17027257018,fastqc,local,200401,567058432,4228991,17027257018
methylseq,17027257018,fastqc,n1,248478,549597184,4173973,17027257018
methylseq,17027257018,fastqc,n2,217369,548872192,4173981,17027257018
methylseq,17027257018,qualimap,asok01,6974,194469888,4702536,6716436
methylseq,17027257018,qualimap,asok02,7262,213635072,4702536,6716436
methylseq,17027257018,qualimap,c2,7243,208846848,4647527,6716436
methylseq,17027257018,qualimap,local,5006,208265216,4702539,6716436
methylseq,17027257018,qualimap,n1,8348,234176512,4647522,6716436
methylseq,17027257018,qualimap,n2,7243,208846848,4647527,6716436
methylseq,17027257018,trim_galore,asok01,3010738,265957376,74269569283,17027258809
methylseq,17027257018,trim_galore,asok02,3005827,256659456,74269593860,17027258809
methylseq,17027257018,trim_galore,c2,2284606,260722688,74269514263,17027258809
methylseq,17027257018,trim_galore,local,2250032,251518976,74269593864,17027258809
methylseq,17027257018,trim_galore,n1,2991902,319037440,74269538834,17027258809
methylseq,17027257018,trim_galore,n2,2284606,260722688,74269514263,17027258809
methylseq,22500260922,bismark_align,asok01,2781973,83136512,114408043322,22099685639
methylseq,22500260922,bismark_align,asok02,2752993,83296256,114408043322,22099685639
methylseq,22500260922,bismark_align,c2,1855418,82407424,114408043360,22099685639
methylseq,22500260922,bismark_align,local,2628836,82808832,114408043374,22099685639
methylseq,22500260922,bismark_align,n1,2748397,81997824,114408043355,22099685639
methylseq,22500260922,bismark_align,n2,1855418,82407424,114408043360,22099685639
methylseq,22500260922,bismark_deduplicate,asok01,1067,11100160,76932673,5559577
methylseq,22500260922,bismark_deduplicate,asok02,1265,14462976,76949057,5559577
methylseq,22500260922,bismark_deduplicate,c2,769,3125248,76981832,5559577
methylseq,22500260922,bismark_deduplicate,local,1164,19054592,76961349,5559577
methylseq,22500260922,bismark_deduplicate,n1,1002,3186688,76977734,5559577
methylseq,22500260922,bismark_deduplicate,n2,769,3125248,76981832,5559577
methylseq,22500260922,bismark_methxtract,asok01,29692,40636416,149322214,5512096
methylseq,22500260922,bismark_methxtract,asok02,29754,41611264,149326310,5512096
methylseq,22500260922,bismark_methxtract,c2,24657,41779200,149363187,5512096
methylseq,22500260922,bismark_methxtract,local,27424,41381888,149326332,5512096
methylseq,22500260922,bismark_methxtract,n1,37007,41185280,149445102,5512096
methylseq,22500260922,bismark_methxtract,n2,24657,41779200,149363187,5512096
methylseq,22500260922,bismark_report,asok01,1758,78770176,3163537,18029
methylseq,22500260922,bismark_report,asok02,1810,12693504,3163537,18029
methylseq,22500260922,bismark_report,c2,1407,12619776,3163535,18034
methylseq,22500260922,bismark_report,local,1311,12541952,3163541,18035
methylseq,22500260922,bismark_report,n1,1622,45035520,3163530,18034
methylseq,22500260922,bismark_report,n2,1407,12619776,3163535,18034
methylseq,22500260922,fastqc,asok01,527332,581181440,4234313,22500260922
methylseq,22500260922,fastqc,asok02,526874,567128064,4234313,22500260922
methylseq,22500260922,fastqc,c2,303583,576438272,4179318,22500260922
methylseq,22500260922,fastqc,local,261373,551223296,4234316,22500260922
methylseq,22500260922,fastqc,n1,336567,554020864,4179300,22500260922
methylseq,22500260922,fastqc,n2,303583,576438272,4179318,22500260922
methylseq,22500260922,qualimap,asok01,6654,211193856,4032893,5508000
methylseq,22500260922,qualimap,asok02,6614,202518528,4032893,5508000
methylseq,22500260922,qualimap,c2,4822,214028288,3977884,5508000
methylseq,22500260922,qualimap,local,4506,219557888,4032896,5508000
methylseq,22500260922,qualimap,n1,8151,174063616,3977880,5508000
methylseq,22500260922,qualimap,n2,4822,214028288,3977884,5508000
methylseq,22500260922,trim_galore,asok01,3935054,260788224,98181106335,22500262713
methylseq,22500260922,trim_galore,asok02,3952612,261857280,98181106335,22500262713
methylseq,22500260922,trim_galore,c2,3030092,256253952,98181026740,22500262713
methylseq,22500260922,trim_galore,local,2932087,258478080,98181106336,22500262713
methylseq,22500260922,trim_galore,n1,3922086,262057984,98181026750,22500262713
methylseq,22500260922,trim_galore,n2,3030092,256253952,98181026740,22500262713
methylseq,110641579976,bismark_align,asok01,13542148,77688832,559751444095,108146254493
methylseq,110641579976,bismark_align,asok02,13779034,80125952,559751444094,108146254493
methylseq,110641579976,bismark_align,c2,7385288,79405056,559751443994,108146254493
methylseq,110641579976,bismark_align,n1,14160152,79134720,559751443998,108146254493
methylseq,110641579976,bismark_align,n2,8470013,79200256,559751444000,108146254493
methylseq,110641579976,bismark_deduplicate,asok01,512,3133440,10189,750
methylseq,110641579976,bismark_deduplicate,asok02,162,3338240,10191,750
methylseq,110641579976,bismark_deduplicate,c2,225,3239936,10166,750
methylseq,110641579976,bismark_deduplicate,n1,273,3104768,10180,750
methylseq,110641579976,bismark_deduplicate,n2,177,3502080,10180,750
methylseq,110641579976,bismark_methxtract,asok01,13952,24813568,48466,4893
methylseq,110641579976,bismark_methxtract,asok02,13536,28237824,48459,4893
methylseq,110641579976,bismark_methxtract,c2,13273,24453120,48432,4893
methylseq,110641579976,bismark_methxtract,n1,13603,24600576,48434,4893
methylseq,110641579976,bismark_methxtract,n2,13342,24444928,48434,4893
methylseq,110641579976,bismark_report,asok01,1840,12570624,3158858,11515
methylseq,110641579976,bismark_report,asok02,1810,53760000,3158857,11515
methylseq,110641579976,bismark_report,c2,1293,34275328,3158848,11504
methylseq,110641579976,bismark_report,n1,1542,22020096,3158850,11505
methylseq,110641579976,bismark_report,n2,1352,28246016,3158850,11506
methylseq,110641579976,fastqc,asok01,2422379,462983168,4237343,110641579976
methylseq,110641579976,fastqc,asok02,2456237,579325952,4237351,110641579976
methylseq,110641579976,fastqc,c2,1633882,595812352,4237330,110641579976
methylseq,110641579976,fastqc,n1,1659758,574914560,4237344,110641579976
methylseq,110641579976,fastqc,n2,1315640,555151360,4237332,110641579976
methylseq,110641579976,qualimap,asok01,5793,120188928,938587,797
methylseq,110641579976,qualimap,asok02,6350,120303616,938585,797
methylseq,110641579976,qualimap,c2,3153,96788480,938574,797
methylseq,110641579976,qualimap,n1,4174,106741760,938576,797
methylseq,110641579976,qualimap,n2,2969,106037248,938576,797
methylseq,110641579976,trim_galore,asok01,18540595,261603328,477132757531,110641581767
methylseq,110641579976,trim_galore,asok02,18517728,272166912,477132757524,110641581767
methylseq,110641579976,trim_galore,c2,12401584,263147520,477132757518,110641581767
methylseq,110641579976,trim_galore,n1,17681956,266649600,477132724761,110641581767
methylseq,110641579976,trim_galore,n2,13572433,263094272,477132724761,110641581767
debug,10,a1,c2,1,10,1500,1500
debug,10,a2,c2,2,20,1500,1500
debug,10,b,c2,4,90,2500,1000
debug,10,b,c2,4,90,2500,1000
debug,10,c,c2,4,50,1500,4500
debug,10,d1,c2,15,40,2500,1000
debug,10,d2,c2,0.5,10,1000,1000
debug,10,e,c2,4,40,2500,5000
debug,10,f,c2,4,40,2500,1000
debug,10,g,c2,20,20,2500,1000
debug,10,h,c2,1,100,2500,10000
debug,10,a0,c2,0.1,1,100,100
