workflow,inputsize,task,machine,time,memory,wchar,taskinputsize
atacseq,2223941232,bwa_mem,asok01,636425,7584305152,4133003668,1987844376
atacseq,2223941232,bwa_mem,asok02,622137,7590084608,4133003664,1987844376
atacseq,2223941232,bwa_mem,c2,400676,7588139008,4133003636,1987844376
atacseq,2223941232,bwa_mem,n1,550307,7582695424,4133003653,1987844376
atacseq,2223941232,bwa_mem,n2,447287,7581798400,4133003652,1987844376
atacseq,2223941232,fastqc,asok01,116061,1040146432,3600276,2223941232
atacseq,2223941232,fastqc,asok02,112096,1038708736,3600268,2223941232
atacseq,2223941232,fastqc,c2,47502,1041604608,3600250,2223941232
atacseq,2223941232,fastqc,n1,75877,1078325248,3600268,2223941232
atacseq,2223941232,fastqc,n2,54686,1039855616,3600267,2223941232
atacseq,2223941232,merged_lib_ataqv,asok01,55927,80216064,601469,591007317
atacseq,2223941232,merged_lib_ataqv,asok02,58758,81928192,601479,591007317
atacseq,2223941232,merged_lib_ataqv,c2,28149,80048128,601455,591007317
atacseq,2223941232,merged_lib_ataqv,n1,58152,80998400,601469,591007317
atacseq,2223941232,merged_lib_ataqv,n2,31102,81641472,601457,591007317
atacseq,2223941232,merged_lib_bam,asok01,406653,7926202368,590418036,575395243
atacseq,2223941232,merged_lib_bam,asok02,411751,7436701696,590418034,575395243
atacseq,2223941232,merged_lib_bam,c2,177459,8450392064,590418019,575395243
atacseq,2223941232,merged_lib_bam,n1,290923,8392060928,590418021,575395243
atacseq,2223941232,merged_lib_bam,n2,200795,8456257536,590418023,575395243
atacseq,2223941232,merged_lib_bam_filter,asok01,221290,2759352320,1343340069,588524494
atacseq,2223941232,merged_lib_bam_filter,asok02,219141,2759606272,1343340067,588524494
atacseq,2223941232,merged_lib_bam_filter,c2,126138,2759159808,1343340054,588524494
atacseq,2223941232,merged_lib_bam_filter,n1,219791,2758782976,1343340045,588524494
atacseq,2223941232,merged_lib_bam_filter,n2,138828,2758959104,1343340043,588524494
atacseq,2223941232,merged_lib_bam_remove_orphan,asok01,130052,2714521600,884119901,892371900
atacseq,2223941232,merged_lib_bam_remove_orphan,asok02,128899,2714718208,884119899,892371900
atacseq,2223941232,merged_lib_bam_remove_orphan,c2,67750,2713939968,884119885,892371900
atacseq,2223941232,merged_lib_bam_remove_orphan,n1,106261,2714120192,884119877,892371900
atacseq,2223941232,merged_lib_bam_remove_orphan,n2,74081,2714193920,884119877,892371900
atacseq,2223941232,merged_lib_bigwig,asok01,100967,2013474816,695548332,431442739
atacseq,2223941232,merged_lib_bigwig,asok02,110025,2013487104,695548342,431442739
atacseq,2223941232,merged_lib_bigwig,c2,51579,2013450240,695548328,431442739
atacseq,2223941232,merged_lib_bigwig,n1,78778,2013298688,695548319,431442739
atacseq,2223941232,merged_lib_bigwig,n2,58431,2013171712,695548320,431442739
atacseq,2223941232,merged_lib_macs2,asok01,123033,216170496,1020707632,431443228
atacseq,2223941232,merged_lib_macs2,asok02,125024,218337280,1020707630,431443228
atacseq,2223941232,merged_lib_macs2,c2,58745,219516928,1020707617,431443228
atacseq,2223941232,merged_lib_macs2,n1,126457,219918336,1020707632,431443228
atacseq,2223941232,merged_lib_macs2,n2,66010,217899008,1020707620,431443228
atacseq,2223941232,merged_lib_macs2_annotate,asok01,161651,1328635904,206809779,3300031681
atacseq,2223941232,merged_lib_macs2_annotate,asok02,159231,1328766976,206809789,3300031681
atacseq,2223941232,merged_lib_macs2_annotate,c2,70861,1328566272,206809723,3300031681
atacseq,2223941232,merged_lib_macs2_annotate,n1,139780,1328676864,206809703,3300031681
atacseq,2223941232,merged_lib_macs2_annotate,n2,79637,1314537472,206809780,3300031681
atacseq,2223941232,merged_lib_picard_metrics,asok01,100796,1094565888,779277,3589049979
atacseq,2223941232,merged_lib_picard_metrics,asok02,105041,1406177280,779280,3589049979
atacseq,2223941232,merged_lib_picard_metrics,c2,69099,1100898304,779075,3589049979
atacseq,2223941232,merged_lib_picard_metrics,n1,89823,1106989056,779073,3589049979
atacseq,2223941232,merged_lib_picard_metrics,n2,74947,1095155712,779074,3589049979
atacseq,2223941232,merged_lib_plotfingerprint,asok01,78600,1089761280,5298118,431441941
atacseq,2223941232,merged_lib_plotfingerprint,asok02,80418,1089978368,5298116,431441941
atacseq,2223941232,merged_lib_plotfingerprint,c2,46552,1006317568,5298104,431441941
atacseq,2223941232,merged_lib_plotfingerprint,n1,73465,1087606784,5298106,431441941
atacseq,2223941232,merged_lib_plotfingerprint,n2,53785,766738432,5298107,431441941
atacseq,2223941232,merged_lib_plotprofile,asok01,707321,2130436096,653616177,45705807
atacseq,2223941232,merged_lib_plotprofile,asok02,701323,2174668800,653622013,45705807
atacseq,2223941232,merged_lib_plotprofile,c2,385306,2201427968,653620979,45705807
atacseq,2223941232,merged_lib_plotprofile,n1,672763,2143367168,653624422,45705807
atacseq,2223941232,merged_lib_plotprofile,n2,426802,2128224256,653623189,45705807
atacseq,2223941232,sort_bam,asok01,85390,3974684672,575473754,706553792
atacseq,2223941232,sort_bam,asok02,81262,3975266304,575473753,706553792
atacseq,2223941232,sort_bam,c2,46932,3974623232,575473736,706553792
atacseq,2223941232,sort_bam,n1,73555,3974840320,575473727,706553792
atacseq,2223941232,sort_bam,n2,48907,3974791168,575473740,706553792
atacseq,2223941232,trimgalore,asok01,239678,1135640576,15448160325,2223941232
atacseq,2223941232,trimgalore,asok02,237638,1144389632,15448160344,2223941232
atacseq,2223941232,trimgalore,c2,142162,1098543104,15448160349,2223941232
atacseq,2223941232,trimgalore,n1,221952,1151176704,15448160336,2223941232
atacseq,2223941232,trimgalore,n2,160016,1168719872,15448160343,2223941232
atacseq,3908761308,bwa_mem,asok01,1058494,7559229440,7308155037,3528572566
atacseq,3908761308,bwa_mem,asok02,1078664,7555837952,7308155036,3528572566
atacseq,3908761308,bwa_mem,c2,631038,7552327680,7308155007,3528572566
atacseq,3908761308,bwa_mem,n1,928658,7548366848,7308155008,3528572566
atacseq,3908761308,bwa_mem,n2,737468,7554932736,7308155008,3528572566
atacseq,3908761308,fastqc,asok01,191252,1042092032,3635206,3908761308
atacseq,3908761308,fastqc,asok02,190041,1050206208,3635200,3908761308
atacseq,3908761308,fastqc,c2,138800,1095987200,3635184,3908761308
atacseq,3908761308,fastqc,n1,136915,1042731008,3635199,3908761308
atacseq,3908761308,fastqc,n2,89739,1038417920,3635198,3908761308
atacseq,3908761308,merged_lib_ataqv,asok01,91770,73330688,1317333,998774518
atacseq,3908761308,merged_lib_ataqv,asok02,91197,74100736,1317344,998774518
atacseq,3908761308,merged_lib_ataqv,c2,44869,70332416,1317319,998774518
atacseq,3908761308,merged_lib_ataqv,n1,97193,74473472,1317322,998774518
atacseq,3908761308,merged_lib_ataqv,n2,51796,74162176,1317321,998774518
atacseq,3908761308,merged_lib_bam,asok01,698722,9488990208,998269986,969827497
atacseq,3908761308,merged_lib_bam,asok02,709558,9175285760,998269985,969827497
atacseq,3908761308,merged_lib_bam,c2,300898,9121939456,998269957,969827497
atacseq,3908761308,merged_lib_bam,n1,498934,9160130560,998269971,969827497
atacseq,3908761308,merged_lib_bam,n2,343573,9170571264,998269973,969827497
atacseq,3908761308,merged_lib_bam_filter,asok01,366523,4610269184,2223531466,995610492
atacseq,3908761308,merged_lib_bam_filter,asok02,362007,4610605056,2223531464,995610492
atacseq,3908761308,merged_lib_bam_filter,c2,207525,4610064384,2223531451,995610492
atacseq,3908761308,merged_lib_bam_filter,n1,362532,4610162688,2223531454,995610492
atacseq,3908761308,merged_lib_bam_filter,n2,233503,4609978368,2223531468,995610492
atacseq,3908761308,merged_lib_bam_remove_orphan,asok01,216238,4536287232,1467536003,1480537239
atacseq,3908761308,merged_lib_bam_remove_orphan,asok02,212468,4537245696,1467536001,1480537239
atacseq,3908761308,merged_lib_bam_remove_orphan,c2,108687,4536913920,1467535988,1480537239
atacseq,3908761308,merged_lib_bam_remove_orphan,n1,172793,4536745984,1467535991,1480537239
atacseq,3908761308,merged_lib_bam_remove_orphan,n2,122127,4536496128,1467536007,1480537239
atacseq,3908761308,merged_lib_bigwig,asok01,152247,2013392896,1245913724,708973813
atacseq,3908761308,merged_lib_bigwig,asok02,161898,2013769728,1245913722,708973813
atacseq,3908761308,merged_lib_bigwig,c2,77428,2013655040,1245913709,708973813
atacseq,3908761308,merged_lib_bigwig,n1,117478,2013052928,1245913724,708973813
atacseq,3908761308,merged_lib_bigwig,n2,87342,2013265920,1245913713,708973813
atacseq,3908761308,merged_lib_macs2,asok01,205119,325832704,1701831903,708974302
atacseq,3908761308,merged_lib_macs2,asok02,209251,322232320,1701831901,708974302
atacseq,3908761308,merged_lib_macs2,c2,99055,327180288,1701831889,708974302
atacseq,3908761308,merged_lib_macs2,n1,215232,307941376,1701831891,708974302
atacseq,3908761308,merged_lib_macs2,n2,110714,307879936,1701831892,708974302
atacseq,3908761308,merged_lib_macs2_annotate,asok01,161205,1346719744,211095296,3300712884
atacseq,3908761308,merged_lib_macs2_annotate,asok02,161633,1346797568,211095225,3300712884
atacseq,3908761308,merged_lib_macs2_annotate,c2,71235,1346265088,211095201,3300712884
atacseq,3908761308,merged_lib_macs2_annotate,n1,142380,1343602688,211095200,3300712884
atacseq,3908761308,merged_lib_macs2_annotate,n2,79256,1346519040,211095312,3300712884
atacseq,3908761308,merged_lib_picard_metrics,asok01,152003,1175953408,775062,3866581048
atacseq,3908761308,merged_lib_picard_metrics,asok02,150184,1244098560,775052,3866581048
atacseq,3908761308,merged_lib_picard_metrics,c2,72854,1073680384,774840,3866581048
atacseq,3908761308,merged_lib_picard_metrics,n1,113619,1205080064,774848,3866581048
atacseq,3908761308,merged_lib_picard_metrics,n2,86347,910389248,774847,3866581048
atacseq,3908761308,merged_lib_plotfingerprint,asok01,111930,1097248768,5589560,708973010
atacseq,3908761308,merged_lib_plotfingerprint,asok02,133374,1099153408,5589558,708973010
atacseq,3908761308,merged_lib_plotfingerprint,c2,63302,1034354688,5589546,708973010
atacseq,3908761308,merged_lib_plotfingerprint,n1,109504,1096327168,5589548,708973010
atacseq,3908761308,merged_lib_plotfingerprint,n2,77013,771891200,5589549,708973010
atacseq,3908761308,merged_lib_plotprofile,asok01,717802,2136285184,701648258,66324537
atacseq,3908761308,merged_lib_plotprofile,asok02,714318,2165555200,701646147,66324537
atacseq,3908761308,merged_lib_plotprofile,c2,391850,2162397184,701644041,66324537
atacseq,3908761308,merged_lib_plotprofile,n1,682310,2192527360,701652260,66324537
atacseq,3908761308,merged_lib_plotprofile,n2,436549,2113736704,701644926,66324537
atacseq,3908761308,sort_bam,asok01,163052,5652025344,1863568470,1255790392
atacseq,3908761308,sort_bam,asok02,162732,5652422656,1863568472,1255790392
atacseq,3908761308,sort_bam,c2,89899,5652619264,1863568444,1255790392
atacseq,3908761308,sort_bam,n1,148673,5652238336,1863568461,1255790392
atacseq,3908761308,sort_bam,n2,103925,5652156416,1863568460,1255790392
atacseq,3908761308,trimgalore,asok01,395667,1537724416,27193028569,3908761308
atacseq,3908761308,trimgalore,asok02,408207,1531998208,27193028507,3908761308
atacseq,3908761308,trimgalore,c2,246104,1537409024,27193028520,3908761308
atacseq,3908761308,trimgalore,n1,386837,1534791680,27193028512,3908761308
atacseq,3908761308,trimgalore,n2,276231,1535721472,27193028505,3908761308
atacseq,11187378708,bwa_mem,asok01,1735618,6892982272,21195976985,10045941280
atacseq,11187378708,bwa_mem,asok02,1778213,6893338624,21195976984,10045941280
atacseq,11187378708,bwa_mem,c2,910554,6864838656,21195976964,10045941280
atacseq,11187378708,bwa_mem,n1,1333081,6860238848,21195976972,10045941280
atacseq,11187378708,bwa_mem,n2,1030579,6872555520,21195976969,10045941280
atacseq,11187378708,fastqc,asok01,562237,1101332480,3672056,11187378708
atacseq,11187378708,fastqc,asok02,559215,1084305408,3672053,11187378708
atacseq,11187378708,fastqc,c2,241572,1049755648,3672039,11187378708
atacseq,11187378708,fastqc,n1,481568,1102225408,3672049,11187378708
atacseq,11187378708,fastqc,n2,270695,1044332544,3672040,11187378708
atacseq,11187378708,merged_lib_ataqv,asok01,102220,134221824,2767428,1945047837
atacseq,11187378708,merged_lib_ataqv,asok02,101177,117653504,2767439,1945047837
atacseq,11187378708,merged_lib_ataqv,c2,44624,115810304,2767414,1945047837
atacseq,11187378708,merged_lib_ataqv,n1,84711,117047296,2767427,1945047837
atacseq,11187378708,merged_lib_ataqv,n2,50475,113983488,2767416,1945047837
atacseq,11187378708,merged_lib_bam,asok01,1865043,12828336128,1944450545,1862641424
atacseq,11187378708,merged_lib_bam,asok02,1926767,8408428544,2475274896,1862641424
atacseq,11187378708,merged_lib_bam,c2,776485,8448221184,2475274881,1862641424
atacseq,11187378708,merged_lib_bam,n1,1291081,8438059008,2475274884,1862641424
atacseq,11187378708,merged_lib_bam,n2,867675,8430448640,2475274885,1862641424
atacseq,11187378708,merged_lib_bam_filter,asok01,225958,2289700864,1186005664,1940485147
atacseq,11187378708,merged_lib_bam_filter,asok02,225660,2290233344,1186005662,1940485147
atacseq,11187378708,merged_lib_bam_filter,c2,122396,2289917952,1186005649,1940485147
atacseq,11187378708,merged_lib_bam_filter,n1,187030,2289512448,1186005652,1940485147
atacseq,11187378708,merged_lib_bam_filter,n2,134319,2289463296,1186005652,1940485147
atacseq,11187378708,merged_lib_bam_remove_orphan,asok01,111164,2245316608,777594601,788862819
atacseq,11187378708,merged_lib_bam_remove_orphan,asok02,109803,2245742592,777594599,788862819
atacseq,11187378708,merged_lib_bam_remove_orphan,c2,57167,2245320704,777594585,788862819
atacseq,11187378708,merged_lib_bam_remove_orphan,n1,88623,2244939776,777594604,788862819
atacseq,11187378708,merged_lib_bam_remove_orphan,n2,64278,2245083136,777594604,788862819
atacseq,11187378708,merged_lib_bigwig,asok01,90662,2012999680,531994040,377180491
atacseq,11187378708,merged_lib_bigwig,asok02,92597,2013122560,531994038,377180491
atacseq,11187378708,merged_lib_bigwig,c2,45252,2012798976,531994025,377180491
atacseq,11187378708,merged_lib_bigwig,n1,67274,2012925952,531994028,377180491
atacseq,11187378708,merged_lib_bigwig,n2,50248,2012852224,531994028,377180491
atacseq,11187378708,merged_lib_macs2,asok01,101251,182333440,823552963,377180980
atacseq,11187378708,merged_lib_macs2,asok02,105336,181436416,823552961,377180980
atacseq,11187378708,merged_lib_macs2,c2,49899,181649408,823552948,377180980
atacseq,11187378708,merged_lib_macs2,n1,105698,174854144,823552964,377180980
atacseq,11187378708,merged_lib_macs2,n2,55450,181329920,823552951,377180980
atacseq,11187378708,merged_lib_macs2_annotate,asok01,162959,1380499456,219868575,3302111548
atacseq,11187378708,merged_lib_macs2_annotate,asok02,163792,1380753408,219868630,3302111548
atacseq,11187378708,merged_lib_macs2_annotate,c2,73901,1370189824,219868586,3302111548
atacseq,11187378708,merged_lib_macs2_annotate,n1,142449,1372844032,219868712,3302111548
atacseq,11187378708,merged_lib_macs2_annotate,n2,81025,1380302848,219868311,3302111548
atacseq,11187378708,merged_lib_picard_metrics,asok01,91246,1275498496,779499,3534787731
atacseq,11187378708,merged_lib_picard_metrics,asok02,89670,1123299328,779488,3534787731
atacseq,11187378708,merged_lib_picard_metrics,c2,43821,971710464,779285,3534787731
atacseq,11187378708,merged_lib_picard_metrics,n1,63608,970690560,779280,3534787731
atacseq,11187378708,merged_lib_picard_metrics,n2,51870,1029328896,779284,3534787731
atacseq,11187378708,merged_lib_plotfingerprint,asok01,71456,1086713856,5181908,377179693
atacseq,11187378708,merged_lib_plotfingerprint,asok02,60862,1087586304,5181906,377179693
atacseq,11187378708,merged_lib_plotfingerprint,c2,33728,763777024,5181894,377179693
atacseq,11187378708,merged_lib_plotfingerprint,n1,54587,1085521920,5181897,377179693
atacseq,11187378708,merged_lib_plotfingerprint,n2,38919,1084407808,5181897,377179693
atacseq,11187378708,merged_lib_plotprofile,asok01,709317,2193981440,634692673,39327759
atacseq,11187378708,merged_lib_plotprofile,asok02,699256,2170888192,634690936,39327759
atacseq,11187378708,merged_lib_plotprofile,c2,379595,2226675712,634686654,39327759
atacseq,11187378708,merged_lib_plotprofile,n1,686502,2191495168,634694073,39327759
atacseq,11187378708,merged_lib_plotprofile,n2,431575,2141478912,634694594,39327759
atacseq,11187378708,sort_bam,asok01,414306,5619978240,3691922584,3537922121
atacseq,11187378708,sort_bam,asok02,413151,5618094080,3691922598,3537922121
atacseq,11187378708,sort_bam,c2,191190,5619867648,3691922570,3537922121
atacseq,11187378708,sort_bam,n1,339206,5620068352,3691922587,3537922121
atacseq,11187378708,sort_bam,n2,212309,5620072448,3691922571,3537922121
atacseq,11187378708,trimgalore,asok01,1143115,3338883072,77162267391,11187378708
atacseq,11187378708,trimgalore,asok02,1165820,3345391616,77162267389,11187378708
atacseq,11187378708,trimgalore,c2,695051,3318517760,77162267344,11187378708
atacseq,11187378708,trimgalore,n1,1107551,3325751296,77162267365,11187378708
atacseq,11187378708,trimgalore,n2,778788,3325521920,77162267382,11187378708
atacseq,11643214412,bwa_mem,asok01,2613184,7367921664,22086888589,10619781826
atacseq,11643214412,bwa_mem,asok02,2618072,7363813376,22086888588,10619781826
atacseq,11643214412,bwa_mem,c2,1532800,7366979584,22086888560,10619781826
atacseq,11643214412,bwa_mem,n1,2260092,7363461120,22086888577,10619781826
atacseq,11643214412,bwa_mem,n2,1709891,7361937408,22086888576,10619781826
atacseq,11643214412,fastqc,asok01,554067,1128755200,3700188,11643214412
atacseq,11643214412,fastqc,asok02,557043,1038848000,3700183,11643214412
atacseq,11643214412,fastqc,c2,232557,1125322752,3700170,11643214412
atacseq,11643214412,fastqc,n1,362916,1077194752,3700173,11643214412
atacseq,11643214412,fastqc,n2,395005,1051643904,3700180,11643214412
atacseq,11643214412,merged_lib_ataqv,asok01,352603,111558656,10176968,3096241901
atacseq,11643214412,merged_lib_ataqv,asok02,353311,111960064,10176979,3096241901
atacseq,11643214412,merged_lib_ataqv,c2,179430,111419392,10176955,3096241901
atacseq,11643214412,merged_lib_ataqv,n1,429170,111546368,10176970,3096241901
atacseq,11643214412,merged_lib_ataqv,n2,205402,111468544,10176957,3096241901
atacseq,11643214412,merged_lib_bam,asok01,2128259,12609675264,3092849884,3001609602
atacseq,11643214412,merged_lib_bam,asok02,2160554,8426094592,3881687406,3001609602
atacseq,11643214412,merged_lib_bam,c2,921393,9046159360,3881687379,3001609602
atacseq,11643214412,merged_lib_bam,n1,1519858,8438095872,3881687394,3001609602
atacseq,11643214412,merged_lib_bam,n2,1032771,8408616960,3881687395,3001609602
atacseq,11643214412,merged_lib_bam_filter,asok01,1365975,5603586048,10000554822,3084714821
atacseq,11643214412,merged_lib_bam_filter,asok02,1348298,5601808384,10000554832,3084714821
atacseq,11643214412,merged_lib_bam_filter,c2,757375,5603106816,10000554807,3084714821
atacseq,11643214412,merged_lib_bam_filter,n1,1341230,5603090432,10000554810,3084714821
atacseq,11643214412,merged_lib_bam_filter,n2,845863,5603221504,10000554809,3084714821
atacseq,11643214412,merged_lib_bam_remove_orphan,asok01,807597,5605703680,7162466139,5348804959
atacseq,11643214412,merged_lib_bam_remove_orphan,asok02,793274,5604417536,7162466137,5348804959
atacseq,11643214412,merged_lib_bam_remove_orphan,c2,388432,5606215680,7162466111,5348804959
atacseq,11643214412,merged_lib_bam_remove_orphan,n1,642177,5605679104,7162466126,5348804959
atacseq,11643214412,merged_lib_bam_remove_orphan,n2,456078,5605801984,7162466130,5348804959
atacseq,11643214412,merged_lib_bigwig,asok01,452423,2013974528,5203765099,2298977018
atacseq,11643214412,merged_lib_bigwig,asok02,485536,2014199808,5203765085,2298977018
atacseq,11643214412,merged_lib_bigwig,c2,223716,2014076928,5203765073,2298977018
atacseq,11643214412,merged_lib_bigwig,n1,364464,2013728768,5203765076,2298977018
atacseq,11643214412,merged_lib_bigwig,n2,253249,2013835264,5203765076,2298977018
atacseq,11643214412,merged_lib_macs2,asok01,817432,914907136,5556021720,2298977507
atacseq,11643214412,merged_lib_macs2,asok02,822916,961933312,5556021718,2298977507
atacseq,11643214412,merged_lib_macs2,c2,399116,956030976,5556021706,2298977507
atacseq,11643214412,merged_lib_macs2,n1,818449,955826176,5556021709,2298977507
atacseq,11643214412,merged_lib_macs2,n2,447000,935383040,5556021709,2298977507
atacseq,11643214412,merged_lib_macs2_annotate,asok01,175016,1552044032,263930679,3309075938
atacseq,11643214412,merged_lib_macs2_annotate,asok02,176085,1552543744,263930990,3309075938
atacseq,11643214412,merged_lib_macs2_annotate,c2,78604,1538285568,263930666,3309075938
atacseq,11643214412,merged_lib_macs2_annotate,n1,154265,1552257024,263931137,3309075938
atacseq,11643214412,merged_lib_macs2_annotate,n2,86989,1552351232,263931245,3309075938
atacseq,11643214412,merged_lib_picard_metrics,asok01,464165,1495089152,815189,5456584251
atacseq,11643214412,merged_lib_picard_metrics,asok02,463739,1141288960,815178,5456584251
atacseq,11643214412,merged_lib_picard_metrics,c2,222066,977743872,814973,5456584251
atacseq,11643214412,merged_lib_picard_metrics,n1,319727,1293955072,814972,5456584251
atacseq,11643214412,merged_lib_picard_metrics,n2,251412,1233149952,814972,5456584251
atacseq,11643214412,merged_lib_plotfingerprint,asok01,137687,1131651072,5914650,2298976213
atacseq,11643214412,merged_lib_plotfingerprint,asok02,133274,1208700928,5914648,2298976213
atacseq,11643214412,merged_lib_plotfingerprint,c2,66376,1132429312,5914636,2298976213
atacseq,11643214412,merged_lib_plotfingerprint,n1,112443,1127227392,5914638,2298976213
atacseq,11643214412,merged_lib_plotfingerprint,n2,83376,1131569152,5914639,2298976213
atacseq,11643214412,merged_lib_plotprofile,asok01,709598,2170580992,796373201,217431195
atacseq,11643214412,merged_lib_plotprofile,asok02,722060,2153381888,796359585,217431195
atacseq,11643214412,merged_lib_plotprofile,c2,396512,2147926016,796358595,217431195
atacseq,11643214412,merged_lib_plotprofile,n1,694883,2206502912,796375833,217431195
atacseq,11643214412,merged_lib_plotprofile,n2,441379,2210328576,796379765,217431195
atacseq,11643214412,sort_bam,asok01,491819,5646336000,6085207468,4027385235
atacseq,11643214412,sort_bam,asok02,485182,5644107776,6085207454,4027385235
atacseq,11643214412,sort_bam,c2,261922,5645918208,6085207440,4027385235
atacseq,11643214412,sort_bam,n1,429973,5646168064,6085207443,4027385235
atacseq,11643214412,sort_bam,n2,310236,5645746176,6085207456,4027385235
atacseq,11643214412,trimgalore,asok01,1190681,3450974208,81947320112,11643214412
atacseq,11643214412,trimgalore,asok02,1247744,3438575616,81947320100,11643214412
atacseq,11643214412,trimgalore,c2,767007,3436691456,81947320119,11643214412
atacseq,11643214412,trimgalore,n1,1186682,3427627008,81947320108,11643214412
atacseq,11643214412,trimgalore,n2,865297,3449487360,81947320101,11643214412
atacseq,11809629756,bwa_mem,asok01,1809909,6975725568,22200319008,10473263742
atacseq,11809629756,bwa_mem,asok02,1810040,6956089344,22200319007,10473263742
atacseq,11809629756,bwa_mem,c2,1132150,6953869312,22200318998,10473263742
atacseq,11809629756,bwa_mem,local,1111191,6926196736,22200319010,10473263742
atacseq,11809629756,bwa_mem,n1,1475333,6955159552,22200319017,10473263742
atacseq,11809629756,bwa_mem,n2,1250617,6932578304,22200319015,10473263742
atacseq,11809629756,fastqc,asok01,586110,1042423808,3701704,11809629756
atacseq,11809629756,fastqc,asok02,586094,1046421504,3701703,11809629756
atacseq,11809629756,fastqc,c2,264796,1089990656,3697768,11809629756
atacseq,11809629756,fastqc,local,266732,1097170944,3701697,11809629756
atacseq,11809629756,fastqc,n1,385864,1077084160,3697769,11809629756
atacseq,11809629756,fastqc,n2,302730,1041981440,3697785,11809629756
atacseq,11809629756,merged_lib_ataqv,asok01,103844,120606720,2750412,2040002557
atacseq,11809629756,merged_lib_ataqv,asok02,108366,120647680,2750413,2040002557
atacseq,11809629756,merged_lib_ataqv,c2,44925,115900416,2750416,2040002557
atacseq,11809629756,merged_lib_ataqv,local,72841,119885824,2750417,2040002557
atacseq,11809629756,merged_lib_ataqv,n1,84252,120041472,2750422,2040002557
atacseq,11809629756,merged_lib_ataqv,n2,51007,121085952,2750417,2040002557
atacseq,11809629756,merged_lib_bam,asok01,1983132,8902934528,2601031300,1954016754
atacseq,11809629756,merged_lib_bam,asok02,2000552,9026461696,2601031300,1954016754
atacseq,11809629756,merged_lib_bam,c2,784894,8932622336,2601031279,1954016754
atacseq,11809629756,merged_lib_bam,local,1067726,8478167040,2601030369,1954016754
atacseq,11809629756,merged_lib_bam,n1,1079854,9831419904,2601030340,1954016754
atacseq,11809629756,merged_lib_bam,n2,882985,9923174400,2601030328,1954016754
atacseq,11809629756,merged_lib_bam_filter,asok01,242906,2393628672,1236347988,2035454609
atacseq,11809629756,merged_lib_bam_filter,asok02,237398,2393026560,1236347988,2035454609
atacseq,11809629756,merged_lib_bam_filter,c2,125666,2393337856,1236347981,2035454609
atacseq,11809629756,merged_lib_bam_filter,local,154069,2393088000,1236347993,2035454609
atacseq,11809629756,merged_lib_bam_filter,n1,179252,2393169920,1236347983,2035454609
atacseq,11809629756,merged_lib_bam_filter,n2,135294,2393227264,1236347982,2035454609
atacseq,11809629756,merged_lib_bam_remove_orphan,asok01,123918,2350104576,811053073,822280652
atacseq,11809629756,merged_lib_bam_remove_orphan,asok02,116194,2349752320,811053073,822280652
atacseq,11809629756,merged_lib_bam_remove_orphan,c2,56713,2350084096,811053065,822280652
atacseq,11809629756,merged_lib_bam_remove_orphan,local,75816,2349703168,811053078,822280652
atacseq,11809629756,merged_lib_bam_remove_orphan,n1,80856,2349694976,811053068,822280652
atacseq,11809629756,merged_lib_bam_remove_orphan,n2,61875,2349494272,811053066,822280652
atacseq,11809629756,merged_lib_bigwig,asok01,92304,2013245440,549140045,393566744
atacseq,11809629756,merged_lib_bigwig,asok02,91859,2013409280,549140045,393566744
atacseq,11809629756,merged_lib_bigwig,c2,44615,2013003776,549140037,393566744
atacseq,11809629756,merged_lib_bigwig,local,45961,2012971008,549140049,393566744
atacseq,11809629756,merged_lib_bigwig,n1,63231,2013036544,549140039,393566744
atacseq,11809629756,merged_lib_bigwig,n2,50132,2012737536,549140038,393566744
atacseq,11809629756,merged_lib_macs2,asok01,107635,189714432,861539500,393567233
atacseq,11809629756,merged_lib_macs2,asok02,106717,186736640,861539500,393567233
atacseq,11809629756,merged_lib_macs2,c2,51686,187846656,861536849,393567233
atacseq,11809629756,merged_lib_macs2,local,82474,190001152,861539505,393567233
atacseq,11809629756,merged_lib_macs2,n1,108899,189124608,861536852,393567233
atacseq,11809629756,merged_lib_macs2,n2,56752,189276160,861536850,393567233
atacseq,11809629756,merged_lib_macs2_annotate,asok01,162352,1380270080,219774518,3302096806
atacseq,11809629756,merged_lib_macs2_annotate,asok02,161839,1380286464,219774527,3302096806
atacseq,11809629756,merged_lib_macs2_annotate,c2,73162,1380651008,219774405,3302096806
atacseq,11809629756,merged_lib_macs2_annotate,local,104506,1379880960,219774514,3302096806
atacseq,11809629756,merged_lib_macs2_annotate,n1,135482,1380528128,219774411,3302096806
atacseq,11809629756,merged_lib_macs2_annotate,n2,83943,1366441984,219774362,3302096806
atacseq,11809629756,merged_lib_picard_metrics,asok01,92141,1296871424,778679,3551173984
atacseq,11809629756,merged_lib_picard_metrics,asok02,93794,1028096000,778682,3551173984
atacseq,11809629756,merged_lib_picard_metrics,c2,43251,1213255680,778793,3551173984
atacseq,11809629756,merged_lib_picard_metrics,local,49538,1082318848,778843,3551173984
atacseq,11809629756,merged_lib_picard_metrics,n1,56725,957321216,778802,3551173984
atacseq,11809629756,merged_lib_picard_metrics,n2,47295,954007552,778789,3551173984
atacseq,11809629756,merged_lib_plotfingerprint,asok01,68960,1089318912,5216267,393565946
atacseq,11809629756,merged_lib_plotfingerprint,asok02,65281,1089478656,5216267,393565946
